id,type,title,description,lat,lng,city,state,day,order,imageUrl,upgraded,status,isMutable,isNianticControlled,statement,supportingImageUrl,canAppeal,appealResolved,isClosed,appealNotes,userAppealNotes,canHold,canReleaseHold,poiData_id,poiData_imageUrl,poiData_title,poiData_description,poiData_lat,poiData_lng,poiData_city,poiData_state,poiData_lastUpdateDate,poiData_reason
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgBBlcOBwNTAVUJCgADDwQCUwEJa1MHBgw9BAc9VVZpBgBpVABvAFBqVAMOaQANAwc=","NOMINATION","Underwood Park Basketball Court","","33.505585","-86.788662","Birmingham","AL","2019-07-03","194","https://lh3.googleusercontent.com/rsaVjxyMDhLo-ANzzZ0nlnjDwET7QHBLqh2OxKjKQLII4obrCuUIW18zfgpIYuppGLiyjVyvRsZVAzHVw-4DMV0oUP4","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgDBVUBBgtdB1MDDAQICQIAVQUPa1MHBgw9BAc9VVZpBgBpVAFvAlNqXQkIaQANAwc=","NOMINATION","Underwood Community Pool","","33.504888","-86.788499","Birmingham","AL","2019-07-03","195","https://lh3.googleusercontent.com/CrjJIGseuLiAsORCzg1UMlXT_tlwbdbS3cXFKqxFL9YfKqalSidTIX7Sdz-BV6GWBtdYMdBekt5Kltq1U7w2AgNwrn8R","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQABDlgHAwVRBl0FDwMACQMGUQtnBlEGDmpSA29SUjoHDmkGWWkEAjoGUwhnBgUIAw==","NOMINATION","Oxmoor Neighborhood Sign","Welcome to Oxmoor!","33.434749","-86.844225","Birmingham","AL","2019-07-08","196","https://lh3.googleusercontent.com/-kmAZmGVfkA1W-ve-m6YCZvMHVi7NmBpMcZ32vzBWxr4GZijrjODyxJXObNDsJD0s6Q3wM4FHI-R5MJuteI","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"VgAPBwNWAQQKUgNcAgkACQgDBDkACAVYaAcCPQQIPVVVaQQEaVEEbwBXBDsACAYA","NOMINATION","Oxmoor Elevation Marker","This elevation marker was installed by Birmingham's Engineering Department","33.432994","-86.849342","Birmingham","AL","2019-07-08","197","https://lh3.googleusercontent.com/dP9QFZlo_cIrodrcrFCAVX27Ltgk7Kw0PD0F30CIHo5qjWxtAz7FlMuLINspwYv2m_WHcsnMwz0MbXfj7-n-CrmZRQ","","ACCEPTED","","","This is a hidden gem in the oxmoor area, especially with so few POIs around","https://lh3.googleusercontent.com/5349LJ4gmH6Ox67_-ADEKEDYmwy3mgU3hE3d0_5cmnGTN95Ca6TgLQ2kjXGPYlAqu4MeFCJfBHdCCIu-AdwHSlC2yaOA","","","","","","","","","","","","","","","","",""
"VAQHBwRYBgIBVQRQAQ8OBgAHBzkACAVYaAcCPQQJPVVXaQYAaVUFbwtSADsACAYA","NOMINATION","Birmingham Breadworks Mural","A mural of the city of Birmingham, painted on the side of the Breadworks restaraunt","33.508924","-86.793751","Birmingham","AL","2019-07-09","198","https://lh3.googleusercontent.com/3bS85GJQAYscgCPeMTgqSsZ1csiRI0Y3epu_-ZTCqIrvPCuBxrykCksRqPsq2ane0ROMjNjS2Xm_zlMbDqI0IZ7ebVs","","ACCEPTED","","","This is a really neat mural on a cool restaraunt","https://lh3.googleusercontent.com/Q7qmcTURRq8FKJYjEdY5vn-EtF6dt6bRJuJC5MCuzxlb0oVXCpcOT3-AjfsEk4T4HCjmT3Gq-TBWY4AmDkyCAAoYbUY","","","","","","","","","","","","","","","","",""
"UwIFAQBSDwALVwFVCAgBCAwDDjkACAVYaAcCPQQJPVVXaQUOaVUCbwJVAjsACAYA","NOMINATION","What You Do Matters","An inspirational mural on the side of Bare Hands Gallery","33.525435","-86.77567","Birmingham","AL","2019-07-09","199","https://lh3.googleusercontent.com/sq8ubhESiNsRJU92f_5JoiFmTlvWxOmGjwFWmGY3w4qJIrf5QL_AF52wyGBuB6WOll_YFxRC20VuuHr6n6nRleZAXo0","","ACCEPTED","","","This is nice mural to help beautify the area. The streetview data is not up to date, but the mural is there (look at how fresh the paint is).","https://lh3.googleusercontent.com/qY9j5gSrL2Q8p7FFzyg210smn5NUa0bfnIqGjHVsx0c2t-AJCfdJA0xJl27RP-9cs-biphGNmVVhyu66mHl4K-kQK7m5","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgDA1YPCApWB1QJDAMEDAAHUQoAa1MHBgw9BAc9VFRpBg5pUw5vB1ZqXAEKaQANAwc=","NOMINATION","Homewood Elevation Marker","Elevation marker installed by the Birmingham Engineering Department. The elevation of this marker is 695.88 feet above sea level.","33.437061","-86.85242","Birmingham","AL","2019-07-11","200","https://lh3.googleusercontent.com/5z48Vfy8xnOjm2Klgh5xQxvtDa5G31La6jkGe49sh4WXP89Ua7RVO21DWmFtQTDjjqi1BJ4FLXsGO5ufdEw4","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"XQ8OAgFTAQQEXQNWAAACBAsCBjkACAVYaAcCPQUCPVVRaQcHaVABbwtXAjsACAYA","NOMINATION","The Historic Federal Reserve Building","The Historic Federal Reserve Building of Birmingham, erected in 1927. This was the site of Birmingham's Federal Reserve until it moved in 2014.","33.516729","-86.810772","Birmingham","AL","2019-07-12","201","https://lh3.googleusercontent.com/iEh2mzAsEgDCs_4Gzm6J7_jt7HZAKGdVSJ41M1HkIfuZu9hMP0BlR-xZ37eJH9ENgypqK54zdLGrnJf2QtAa_5H__MY","","ACCEPTED","","","This is a historic building in Birmingham. The streetview data is out of date, but the sign marking this is there. The supporting picture shows where the recently added sign has been placed.","https://lh3.googleusercontent.com/a2f3C_EL9AuFS9oUIgEDv1tVJGcIbxOdg0WjrgBkGJKKQtx2SbhFQCUDDJ_mGs3TXjORWRkX3bYArVypruCWoCwNa0AL","","","","","","","","","","","","","","","","",""
"VwIHBABXDwkEVAVSAgAGAw4DDjkACAVYaAcCPQUCPVVRaQYDaVMCbwpVAzsACAYA","NOMINATION","Stockham Park Playground","Climbing fun for the little ones at Stockham Park.","33.536882","-86.774343","Birmingham","AL","2019-07-12","202","https://lh3.googleusercontent.com/T59whXHzjvzJkHcEwWoQSCg7D7g8q3gwTOrMUY7gFU-QCWk0tchvb6E8hWJFY5SVvDb302QvB8aYi6qx1nwlL8dtCJvo","","ACCEPTED","","","This is a playground in a park that is currently unmarked.","https://lh3.googleusercontent.com/REdD53fcRWJq3715c6BqZZmkfWh-FdSEFZMJAvoaeHy0ZcxEwl8LCcNA84neqLDp6BSYTUti5QdwSow_WLh2bkGju14","","","","","","","","","","","","","","","","",""
"VwACBwJSAwkGXAZcAAgEAQkABjkACAVYaAcCPQUCPVVRaQYFaVEHbwRcATsACAYA","NOMINATION","First Baptist Church of East Lake","Baptist church on the northeast side of Birmingham","33.540404","-86.775358","Birmingham","AL","2019-07-12","203","https://lh3.googleusercontent.com/W9vIrmq-_hmzX9sEIqRhG6WQNdqfStXwGipNURImYtywMlddoIItUixLQRIAo8bLGFYV7VR57rXo56HisjMWJdkvX4w","","ACCEPTED","","","This is a church thay currently is not marked with a portal.","https://lh3.googleusercontent.com/UHJQs_0uN5fozZbXscVBq1Wc3CISdkzidqojy2WVobR0gR4XiDZiKX0BbWISXrilEFmRoBcI3kJTV-sXadJefXR6_g","","","","","","","","","","","","","","","","",""
"UgYEDgdUBwQEUwFSCQAEAgwLaFQCCQ0+BwFqUANvUlE6BAdpBFVpBgtdalQACAY=","NOMINATION","Wood Springs Pool","Great swimming fun!","33.42937","-86.714079","Birmingham","AL","2019-07-12","204","https://lh3.googleusercontent.com/PKJAhcDyOVs_mFMO91eoNcZVHIdFq8_AImZgmxHRahcGFac8V2b1mZp-YKXyGnbx5hTi-sTJieKLMQs073H-urBZPzk","","REJECTED","","","This is a publically accessible pool on the grounds of this apartment complex.","https://lh3.googleusercontent.com/wd6m2sEYTSxG8siApZCyn_AZJUdTq3ugYee7njZpYShJkpyswgD-eHbFOSIFhvhwgm7MB0oUx26FnnX_gv2P6Axujg","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQUDAlkHAgZRBV0ECQIICQIDUAtnBlEGDmpSA29TVzoHAWkFUWkDCjoMUwdnBgUIAw==","NOMINATION","Lockhaven Park Dog Agility Course","2 extensive courses for dogs to train their agility on","33.405957","-86.776855","Birmingham","AL","2019-07-12","205","https://lh3.googleusercontent.com/nOhMU69wbVshc4_49A2oQEPSxuYqS89ljsfWJZwJbprohG2bBHTONky1XnJ7ou9PvGvsMT5QAgMOwevEjiXBGcLAxw","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgDB1UOAQNTBlMHAAcFCQsCVgMJa1MHBgw9BAc9VFdpBgBpUgRvA1RqUgYPaQANAwc=","NOMINATION","Lockhaven Park Gazeebo","","33.406287","-86.776754","Birmingham","AL","2019-07-12","206","https://lh3.googleusercontent.com/a80ZlLEVxCK2CK0TFeO0YAaaCc9TsHdEPO3Eb3TcN1TC7FdH1rQ2eY9Y0fj9UH1yF5zo8tEZamb-B4H8XpOiQ3cvgMc","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQ8HBlUHAQFTAVMHCQEBDwsBUgtnBlEGDmpSA29TVzoHAWkFUmkEBjoNXAhnBgUIAw==","NOMINATION","Lockhaven Park Lacrosse Field","","33.40623","-86.777858","Hoover","AL","2019-07-12","207","https://lh3.googleusercontent.com/MxCZx3iRp3jp8t3JYDinEJTE9BmEFCHKDSA8dyb9FDjoXWfmGGfL3xR1ohCDdx3eSTRFo6IV7u0o0YzzVUE","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgAAlQFAgZXBFYCAAEIDQoAUQULa1MHBgw9BAc9VFdpBgBpUgNvAldqVAkBaQANAwc=","NOMINATION","Lockhaven Park Playground","","33.40661","-86.776764","Birmingham","AL","2019-07-12","208","https://lh3.googleusercontent.com/tmGCMl9jmit6ONdk-flRscCeFNu0DzXZymuqaImrqroWBn2iZMzSIulwAkRePkabBg-_scG-gWz8zgK280c","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"VgcEAAZZBAILVARXCQ8EAAEHDzkACAVYaAcDPQYCPVVVaQIPaVADbwFXAzsACAYA","NOMINATION","Homewood Parks and Recreation Crest","Crest to denote Homewood's Parks and Rec department on the side of their athletic building.","33.447966","-86.84001","Birmingham","AL","2019-07-13","209","https://lh3.googleusercontent.com/j9QWWQ_641iC9pwTPA6u6Sktg3XT9ePW9XcV_AP-HVpL5xVj_H4L337f_Yxv4ISLSXnobMl9HLW0HYkQVA4rO7yX7oU","","REJECTED","","","This crest denotes the organization that maintains the grounds of this sports complex. It is also on a building that houses more athletic activities inside. The google map data is old, and only shows the field where the building now stands","https://lh3.googleusercontent.com/HnVMwFZqT7NC0ACWgzikQJsh4BzhbrMjAG8kOgkmDIPaAGMaPF_Suw5-AblGPV4IhiCVuITspo95DGPaIG95P-tjoSU","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgHB1kGBQJcDVQICAcADAsCUgcLa1MHBgw9BAc9VFZpBgNpUg9vA1xqUwMBaQANAwc=","NOMINATION","Crippled Children's Clinic And Hospital","The hospital that football built to give handicapped girls and boys of Alabama a sporting chance to become happy normal and useful citizens of our commonwealth and nation","33.505466","-86.806773","Birmingham","AL","2019-07-13","210","https://lh3.googleusercontent.com/uJy-tuMVQfg98yptXMIBnnHOpMrXiRs_SeuuF_Hww_jgobg7JxNmqwb6ZJwM3Gd36i5VfbBAuikPcIZCsMBb","","REJECTED","","","","","true","","","","","","","","","","","","","","","",""
"Vg4ODgJSAwQLXQVRAQ4FBQoDBDkACAVYaAcCPQUEPVVXaQIPaVAObwtXDDsACAYA","NOMINATION","Redeemer Community Church Playground","A fun playground at the Redeemer Community Church","33.522638","-86.77451","Birmingham","AL","2019-07-14","211","https://lh3.googleusercontent.com/jwpn1_1X05DvfWbyC5lZ5H9D7Axge6uncCeGhw3dG13snkS0qj1L9J-yykJxkJ0F6IDvqqTN3flDO095l74Ux4E6jJY","","ACCEPTED","","","This is a playground at a religions institution. The playground is accessible to the public during daylight hours, and often used by the surrounding community.","https://lh3.googleusercontent.com/oUJdXa6GuMrhqdjXDGzg9fzrfRoeaHpNwFImzH_3RPY9h5lF4ZuJbKF6w2jaKlzHdKkiP9taRq4TQYp_fPHhuvzbtA","","","","","","","","","","","","","","","","",""
"UwEEDgBSBgkLUgBVCA0DAA8EDjkACAVYaAcCPQUEPVVWaQcDaVQGbwBQAzsACAYA","NOMINATION","Becky's Deli Mural","Mural advertising Becky's Deli in Avondale, right outside its storefront.","33.523851","-86.773205","Birmingham","AL","2019-07-14","212","https://lh3.googleusercontent.com/j6YnEYMqqstRhcoFBcUyuvnKJAQ4m6RI6gBdATtOSA10pXFd8Vhcg2yG7gAF3idFKQf_7HoKsMM_xcpT-AkCZvmrVpLQ","","ACCEPTED","","","Becky's is a long-standing independent establishment in Avondale, and the mural has been here for quite a while.","https://lh3.googleusercontent.com/9ak9yVNgIrJBf2r9yQL8km6zd2ELgijkadCjpP2Lb6QYqh5jKsleq6HqG5P5NehQMXqFVgTmnR1ilHyfGxu7LaFCd-c","","","","","","","","","","","","","","","","",""
"VwcDDwJUAAMHVQxdBQsFCQ4KBTkACAVYaAcDPQYHPVVRaQUEaVIPbwVXDTsACAYA","NOMINATION","Tennis at the Bluffs","A tennis court at the Bluffs apartments","33.427701","-86.716076","Birmingham","AL","2019-07-14","213","https://lh3.googleusercontent.com/R_rSFFLts4CDR6hxiYtjYrzlOG2axj9094u5uEhHujFf8F9OwGmMeZad2Fk99mjJM3sTNXaLYYF15czRrnMWrb0QPw","","REJECTED","","","This is a publically accessible tennis court at this apartment complex.","https://lh3.googleusercontent.com/YHEh864o6VqVBLf0hu89imatSk4ofhY0rUJ8XhIBSh9u3bqzwlzeBCAfcoKlGiDqqBM1en_d-pB6w5H0POtuPYEPo6cH","true","","","","","","","","","","","","","","","",""
"UwAPAQBYDwkGVwxTBQwCCQ8BBjkACAVYaAcAPQYDPVVVaQUPaVUCbwVXBDsACAYA","NOMINATION","The Village of Green Trails","An ornate wood and brick sign that greets travelers as they enter Green Trails.","38.669168","-90.532653","Chesterfield","MO","2019-07-15","214","https://lh3.googleusercontent.com/vkc6tl_WZakZ2pPco3fL3TviGZQE9twUVgPcjk5bErLrFe-ByzaD8ZF1GPQxDNA1FmXYszRWNTW3ro5NpCSVJPB1LQ","","REJECTED","","","This sign is a landmark in the neighborhood. As a portal, it will encourage residents to get out and play in their own neighborhood.","https://lh3.googleusercontent.com/_TRb2Vbd0q_N6D9B66EJde5QfVJP6scSFwXY_W0W3RARPjbXCwkmMBafKloTgULYlvOgd5MUtMiB9nJHr2QSC1bIzPE","true","","","","","","","","","","","","","","","",""
"UQ4CBgBUAgQEUQxdBw0PBQoCBzkACAVYaAcDPQYHPVVRaQYDaVUFbwpcDTsACAYA","NOMINATION","Fountain at the Arbor","A beautiful fountain piece in the center of the Arbor's courtyard.","33.517196","-86.781874","Birmingham","AL","2019-07-15","215","https://lh3.googleusercontent.com/d7DRSiHcOtJ-HDZkoJqEyd07e0uZVuJKP-uW40zcLxnwqm_x7tPzgyR8IOXxSFSe5bp3H8jGw_ZnqN6o7Ry3qaOPx9U","","ACCEPTED","","","This fountain is a permanent installation in the middle of a local Birmingham business","https://lh3.googleusercontent.com/FnU7UzKUakkcuUPuH0x7nby1D8hEBAFqijWDrskOJdf1PiRv8xT06xyWZgZ7WmilUrb22UrGKpPXRHQdhN1YHIpZJA","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgBAVMBCAVWBlAEAAUJAQQHUgYMa1MHBgw9BAc9VFBpBgBpVARvBlxqUQgBaQANAwc=","NOMINATION","Pittman Center For Advanced Medical Studies","Academic center on the UAB medical campus","33.505735","-86.800465","Birmingham","AL","2019-07-15","216","https://lh3.googleusercontent.com/I36_OuB6bqzm7XlP56FXJiTJXhqvfOGXmWz6xMkSGWPYkCJ9uW_mp3ByozA8uq4FFGl8LLjaHLKkRYMfPSoHqYoRUw","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgFBlIACAtWDFUJAQACDQMAVQoOa1MHBgw9BAc9VFBpBg5pVQ5vA1RqVgEOaQANAwc=","NOMINATION","Tennis At Wildwood","","33.432285","-86.84512","Birmingham","AL","2019-07-15","217","https://lh3.googleusercontent.com/a0MlrH88cZ_3SNg7PytFH4McsW8xSpfZ0EALjh_LYdBSDvVNbvf_eKSPT6tLjSNdfzRCuT5aH336cpbFsBsJbw","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgDBVIBAABWBlIJAAQECQUGUAsLa1MHBgw9BAc9VFBpBg5pVA9vAFBqVwEBaQANAwc=","NOMINATION","Oxmoor Community Center Pavillion #1","","33.431337","-86.853609","Birmingham","AL","2019-07-16","218","https://lh3.googleusercontent.com/MY9GLtbZjG9koWubO-OSPB-k1saDtoCNchqReE5NKfuzMVOSM1_8oC5rG660V5r0Zyrv9IL29uuuQoNiNGqStQSohG5G","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgAAVAPBwZWA1UFDQQAAQMHUAUMa1MHBgw9BAc9VFBpBg9pUQZvAVRqVgIBaQANAwc=","NOMINATION","Oxmoor Community Center Pavillion #2","","33.431553","-86.853673","Birmingham","AL","2019-07-16","219","https://lh3.googleusercontent.com/vPVUkR8e9B5lDj0897UPGFHLOghgqnCeGZIuT82BPb0iVjCgQVY-KztikJvTt4_P1t3l0YqdUVn1IDlverM8tpcw8qA","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"VAEGAwZYDgEEVgZUBQoGCQECAjkACAVYaAcDPQYDPVRdaQUCaVUPbwFSDTsACAYA","NOMINATION","Clairmont Park Swingset","A fun swingset for all to play on in Clairmont Park.","33.51685","-86.765751","Birmingham","AL","2019-07-17","220","https://lh3.googleusercontent.com/0mS4QIZkf-RFzl9MusSY40r8c79Lcxin01pE0i0tkYoIloi_0GjkKx8gvMEA9mOldUg4kP3_tW772KRlUH4aVSJHyg","","ACCEPTED","","","This is at a public neighborhood playground","https://lh3.googleusercontent.com/YCKVrl-zUaPMQo2_qh6vf0Weale2WfOKiKSkquLq2UWBgUVoKhUpOQ7T83UV7fzHbcyzc_TS_uJq_YLo9PUt-QPWgZ_g","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQEFBlIFBgFTB1YECQUHCQcFVwVnBlEGDmpSA29TUjoHAGkFWGkEAjoMVAVnBgUIAw==","NOMINATION","Our Place Lounge","A local LGBT+ Birmingham bar and lounge that welcomes and supports all people.","33.506786","-86.797681","Birmingham","AL","2019-07-17","221","https://lh3.googleusercontent.com/2BXKwdTabNKuPwFJXk1Bl5jz5JTHScnGGtWHKNL_kaV18Nq3hSS1aUowoFZ--9OBFMS9ZbE5EeFZZpb5E4dU","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"XQYGDgNRAwkFXQRUCAAOAg4BAzkACAVYaAcDPQcAPVdVaQIEaVUHbwpUAjsACAYA","NOMINATION","Munchies Foodstore Mural","A culturally-inspired mural on the side of Munchies Foodstore","33.522169","-86.772417","Birmingham","AL","2019-07-18","222","https://lh3.googleusercontent.com/z1qkPEcOw9VVNg-E5gGuykrEfSvjHyVaS7E1V3MuZe3_Ht1qsSUxxEMKwM8EG9LxdpGfeeqNlYvQAKcF38Efg5pujId1","","ACCEPTED","","","This is a mural that shows off the culture of Avondale. it is near a park too","https://lh3.googleusercontent.com/njJHHT2XA3oyiQV4LUYQlqixNZdpqPsy3YgqCtEizTv4FTwmFM3_wE3rWUchvFq2lKdloMyq6X62dt3DDh8tjd-RIw","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgODlEPCAVQDFYDDAIICwsCVQQMa1MHBgw9BAc9V1VpBgJpUQZvAVVqVgcJaQANAwc=","NOMINATION","Upper Body Workout Set","A set of upper body workout equipment deep in the back of Red Mountain Park.","33.446357","-86.879907","Birmingham","AL","2019-07-20","223","https://lh3.googleusercontent.com/0yK358JYr52KLgYhspeSCDKJDyCf-HIYFmDhezN0aMKuYJ2_YXtAQkaUIZCz9kTbvcmdmqu6VUwpQZaSdxL2Hc2LNGb6","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"VAMHAwdUAAQLVwZcCA0EAAsDADkACAVYaAcCPQYBPVdWaQIDaVAGbwJXDTsACAYA","NOMINATION","First Christian Church Soccer Field","A nice communal place to play soccer","33.40068","-86.715198","","","2019-07-21","224","https://lh3.googleusercontent.com/Pwhx6xe6yrGP4lZu5XMghJINBZcUTz3EI5tkbC4-Lga2yPBZCVlGJMtNXv-fuESVfFTuMIKDYufLTzbaCxKgrRBjow","","ACCEPTED","","","This is a public-use soccer field at a church","https://lh3.googleusercontent.com/KBwM4tA3Vdc_GKfm2MWOgcPYFN-Q0kHw5E38L2ebTclZ1pgCxNHVwc7udmbqOuRVPvtVcyccL9v0ut2e-1p9z9P4VsZv","","","","","","","","","","","","","","","","",""
"VgUCAQJXAAIDVANUAggCBQwAAzkACAVYaAcCPQQGPVVQaQYCaVIFbwBSBDsACAYA","NOMINATION","Tool Rental Center","A local spot to rent all kinds of tools, big and small!","33.422062","-86.695947","Birmingham","AL","2019-07-24","225","https://lh3.googleusercontent.com/ggQapYrHC-_D2DMAFXIQIpLpIlIEmjCpqnTE53UOWsg8dSOKz1_rIAZgkhojN5Vy9Cdgfo-0ydNHRhc1-pHXcchHplA_","","REJECTED","","","This is a common meeting area in Meadowbrook. This is also a feature that not all Home Depot have, making this one stand out a bit. Additionally, the meadowbrook has a very sparse portal density with not a ton of high quality candidates. This portal would be a huge help.","https://lh3.googleusercontent.com/Od6tGGLSBnV1-fJB8GCOjIpgyOrXL_C2wUSst6_80hz0RFgni1CvUgml2AypvB3Z6uPC7A33kXP_-6y5BqosNQLJuw","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgBBVECAgZTBlMHAQIBCgMBXwoPa1MHBgw9BAc9V1FpBgdpUgNvB1VqVwUNaQANAwc=","NOMINATION","Butterfly House Garden Gazebo","A beautiful glass-roofed gazebo in the back of the native butterfly garden at the Sophia M. Sachs Butterfly House.","38.665011","-90.54343","Chesterfield","MO","2019-07-24","226","https://lh3.googleusercontent.com/7N3YVKd4NKpdITnIOOItQSvTGLX9lOY1R5pq06m2tMUonyUDsVRs7kYvJI3ZMVL4i2OwtTjsykG3mdcYHaONe9Q8rZk","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVQYHAVYEAAZSBlYECQcBDgIPUQVnBlEGDmpSA29QUToHBWkFWWkDBToNVAJnBgUIAw==","NOMINATION","Faust Park Band Stage","A local hotspot during the summer where live bands come out to play every week!","38.667759","-90.538351","Chesterfield","MO","2019-07-24","227","https://lh3.googleusercontent.com/dNvaadBPRrbHT_UVlLFiJtrm62m-ihhdLOk-GsmxJBAEbvu2RzoAzqUnEMEUxXwHI8UPM_R50wG4GQRqEKcpxyimt34","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UgEEBwdVBAABUAZcCAsBCA4CDjkACAVYaAcCPQUCPVVWaQIDaVMDbwRUADsACAYA","NOMINATION","Birmingham Federal Courthouse Plaque","Erected in 1921, this historical courthouse was admitted to the National Registry of Historic Places in 1976.","33.517355","-86.810086","Birmingham","AL","2019-07-25","228","https://lh3.googleusercontent.com/h1_kf94JIaH5FlFowDmr1WFQETBjPI9oDnAM8DPnMel4AvpAsq5cyZbuiOhA-JmI9hXCDpvnPKoDmoScMURMb7menJ4","","ACCEPTED","","","This is a historic building in Birmingham that is currently unmarked.","https://lh3.googleusercontent.com/lSKPpMypqsP0QnB3E7syPVOp4gn-wVS2nSrajk1o5oJ4mXCD6M-PY2d9okuWrv2a8MO2jwfybiZoTuZAWFNA8xTZ46g","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgDBFQFBwBQBlEICA4HCAMOVwRnBlEGDmpSA29QUzoHBWkDVmkBAToCUQFnBgUIAw==","NOMINATION","Tilles Park Picnic Site #3","","38.623418","-90.365971","St. Louis","MO","2019-07-26","229","https://lh3.googleusercontent.com/V4vyLdUy4ktO6p3uHg9WiTk1LI7Gc1wL8D8Pt7mbFuxhjtU-qwtrDUkPqZiXyJsdirOHOihHeZrPDpN2hh4oXWqHMcY","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UAAHAA5UAgMAVgxUBAEAAAELAzkACAVYaAcCPQQJPVVXaQQCaVIGbwZXAjsACAYA","NOMINATION","Tropicaleo Spaceman","A spiffy space man, planting the flag for Puerto Rico.","33.526555","-86.767244","Birmingham","AL","2019-07-29","230","https://lh3.googleusercontent.com/DTUH8EbTLtdgRrotRzfHWDv5iqWBlQh9BWQlIH7co2c5u7D9WkNql64eGLSSFv3z--6jLe6U_PwpmZmPMCQC79N0ZJIH","","REJECTED","","","This is a mural that is helping to beautify the Avindale area. It is decorating a local restaraunt in the area","https://lh3.googleusercontent.com/QYwyrNGiDYMwCveimPxMEHGYl3kydKifcKJG1C4wmdH9QpzTTiyvTvH2k5oBx7r1NI0CNp31BXa8rqJ_auQHpbQGltk","true","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgHB1ABAgFTBlMGDwcECgEPXwNnBlEGDmpSA29QXDoHA2kDVWkABToMUQJnBgUIAw==","NOMINATION","Faust Park Jungle Gym","A fun jungle gym for kids to climb on at Faust Park","38.665335","-90.541848","Chesterfield","MO","2019-07-29","231","https://lh3.googleusercontent.com/QEGXb2WVtJlIikwypZ4bpRHI7Qy9KwDyBrYBUx9XkIMggV6-koc_O8sYP4PkxpN5C8mO7cK5-7UOjxXelhrpYy5Co78","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
"UQUOD1RQDwVXVANcBAFQVgBRAFYKClVQAAdXU1FSUANLVWgED1UOCQJWA1ICCwMDCgoOXgcPa1MHBgw9BAc9V1xpBgJpVANvAVRqVAENaQANAwc=","NOMINATION","Kiddie Rock","A plastic rock for kids to climb on at Faust Park","38.665448","-90.541534","Chesterfield","MO","2019-07-29","232","https://lh3.googleusercontent.com/66Z4mv0copno_nFDUecerxEPdq-Oz4al8r3C_Vn_rbop4vLv3jE13nNRw48uwPtkih7ZAHtqQNk_5CUYc4qqEg","","ACCEPTED","","","","","","","","","","","","","","","","","","","","",""
